queue,priority,ticker,company,spine_id,issues,next_step,entry_not_certified,exit_not_certified,manual_required,source_upgrade_pending,decision_status,decision_note,accepted_source_url,certified_boundary,corroborating_source_url,blocked_financial_rows,financial_unlock_rank
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,NOV,NOV Inc,SP500_SPELL_0808,EXIT_NOT_CERTIFIED,DONE_EXIT_CERTIFIED,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,Primary S&P DJI evidence certifies S&P 500 deletion; half-open exit boundary 2021-09-20. Promoted to historical publication scope.,https://press.spglobal.com/2021-09-03-Match-Group%2C-Ceridian-HCM-and-Brown-Brown-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,2021-09-20,,15,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,NOVL,Novell Inc,SP500_SPELL_0809,EXIT_NOT_CERTIFIED,FINAL_P1_HOLD_EXACT_S&P_BOUNDARY_UNRESOLVED,NO,YES,NO,NO,FINAL_P1_HOLD_EXACT_BOUNDARY_UNRESOLVED,Final P1 research pass completed; exact S&P-effective exit boundary remains unproven without inference. Remains quarantined.,,,,7,18
P0_MANUAL_DEEP_RESEARCH,P0,NRTLQ,Nortel Networks,SP500_SPELL_0812,EXIT_NOT_CERTIFIED;MANUAL_REQUIRED;ENTRY_NOT_CERTIFIED,MANUAL_REVIEW_AND_PART4_EXIT_CERTIFICATION,YES,YES,YES,NO,UNTOUCHED,,,,,1,124
P0_MANUAL_DEEP_RESEARCH,P0,NSI,National Security Emerging Mark,SP500_SPELL_0814,EXIT_NOT_CERTIFIED;MANUAL_REQUIRED;ENTRY_NOT_CERTIFIED,MANUAL_REVIEW_AND_PART4_EXIT_CERTIFICATION,YES,YES,YES,NO,UNTOUCHED,,,,,1,127
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,NSM,National Semiconductor,SP500_SPELL_0815,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2011-09-26.,https://www.prnewswire.com/news-releases/standard--poors-announces-change-to-us-index-130308918.html,2011-09-26,,2,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,NVLS,Novellus Systems Inc,SP500_SPELL_0820,EXIT_NOT_CERTIFIED,FINAL_P1_HOLD_EXACT_S&P_BOUNDARY_UNRESOLVED,NO,YES,NO,NO,FINAL_P1_HOLD_EXACT_BOUNDARY_UNRESOLVED,Final P1 research pass completed; exact S&P-effective exit boundary remains unproven without inference. Remains quarantined.,,,,5,46
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,NWL,Newell Brands Inc.,SP500_SPELL_0822,EXIT_NOT_CERTIFIED,DONE_EXIT_CERTIFIED,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,Primary S&P DJI evidence certifies S&P 500 deletion; half-open exit boundary 2023-09-18. Promoted to historical publication scope.,https://press.spglobal.com/2023-09-01-Blackstone-and-Airbnb-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400-and-S-P-SmallCap-600,2023-09-18,,21,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,NXTL,Nextel Communications Inc,SP500_SPELL_0826,EXIT_NOT_CERTIFIED,FINAL_P1_HOLD_EXACT_S&P_BOUNDARY_UNRESOLVED,NO,YES,NO,NO,FINAL_P1_HOLD_EXACT_BOUNDARY_UNRESOLVED,Final P1 research pass completed; exact S&P-effective exit boundary remains unproven without inference. Remains quarantined.,,,,3,69
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,NYT,New York Times Company (The),SP500_SPELL_0828,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2010-12-20.,https://www.prnewswire.com/news-releases/standard--poors-announces-changes-to-us-indices-111631204.html,2010-12-20,,8,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,ODP,Office Depot Inc.,SP500_SPELL_0833,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2010-12-20.,https://www.prnewswire.com/news-releases/standard--poors-announces-changes-to-us-indices-111631204.html,2010-12-20,,5,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,OGN,Organon & Co,SP500_SPELL_0834,EXIT_NOT_CERTIFIED,DONE_EXIT_CERTIFIED,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,Primary S&P DJI evidence certifies S&P 500 deletion; half-open exit boundary 2023-10-18. Promoted to historical publication scope.,https://press.spglobal.com/2023-10-13-Lululemon-Athletica-Hubbell-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,2023-10-18,,2,
P0_MANUAL_DEEP_RESEARCH,P0,OKE,"ONEOK, Inc.",SP500_SPELL_0838,EXIT_NOT_CERTIFIED;MANUAL_REQUIRED;ENTRY_NOT_CERTIFIED,MANUAL_REVIEW_AND_PART4_EXIT_CERTIFICATION,YES,YES,YES,NO,UNTOUCHED,,,,,1,106
P0_MANUAL_DEEP_RESEARCH,P0,OMX,OfficeMax Inc,SP500_SPELL_0842,EXIT_NOT_CERTIFIED;MANUAL_REQUIRED;ENTRY_NOT_CERTIFIED,MANUAL_REVIEW_AND_PART4_EXIT_CERTIFICATION,YES,YES,YES,NO,UNTOUCHED,,,,,5,35
P0_MANUAL_DEEP_RESEARCH,P0,ONE,Bank One Corp.,SP500_SPELL_0844,EXIT_NOT_CERTIFIED;MANUAL_REQUIRED;ENTRY_NOT_CERTIFIED,MANUAL_REVIEW_AND_PART4_EXIT_CERTIFICATION,YES,YES,YES,NO,UNTOUCHED,,,,,2,92
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,PALM,Palm Inc.,SP500_SPELL_0852,EXIT_NOT_CERTIFIED,FINAL_P1_HOLD_EXACT_S&P_BOUNDARY_UNRESOLVED,NO,YES,NO,NO,FINAL_P1_HOLD_EXACT_BOUNDARY_UNRESOLVED,Final P1 research pass completed; exact S&P-effective exit boundary remains unproven without inference. Remains quarantined.,,,,1,116
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,PBG,Pepsi Bottling Group Inc.,SP500_SPELL_0858,EXIT_NOT_CERTIFIED,FINAL_P1_HOLD_EXACT_S&P_BOUNDARY_UNRESOLVED,NO,YES,NO,NO,FINAL_P1_HOLD_EXACT_BOUNDARY_UNRESOLVED,Final P1 research pass completed; exact S&P-effective exit boundary remains unproven without inference. Remains quarantined.,,,,2,87
P0_MANUAL_DEEP_RESEARCH,P0,PBI,Pitney Bowes Inc.,SP500_SPELL_0859,,COMPLETE,False,False,False,NO,PROMOTED_PUBLICATION_SAFE,LEFT_CENSORED membership proven at 2000-12-31 by SEC-filed Evergreen Equity Index Fund; exact S&P exit 2017-03-01.,https://press.spglobal.com/2017-02-23-Incyte-CBOE-Holdings-Regency-Centers-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400,2017-03-01,https://www.sec.gov/Archives/edgar/data/1045688/000102140801500022/dn30d.htm,17,5
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,PCL,Plum Creek Timber Company,SP500_SPELL_0865,EXIT_NOT_CERTIFIED,DONE_EXIT_CERTIFIED,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,Primary S&P DJI evidence certifies S&P 500 deletion; half-open exit boundary 2016-02-22. Promoted to historical publication scope.,https://press.spglobal.com/2016-02-16-Concho-Resources-Set-to-Join-the-S-P-500,2016-02-22,,3,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,PCS,Sprint PCS Group,SP500_SPELL_0867,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2004-04-23.,https://br.advfn.com/noticias/PRNUS/2004/artigo/7409748,2004-04-23,,2,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,PDCO,Patterson Companies,SP500_SPELL_0869,EXIT_NOT_CERTIFIED,DONE_EXIT_CERTIFIED,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,Primary S&P DJI evidence certifies S&P 500 deletion; half-open exit boundary 2018-03-19. Promoted to historical publication scope.,https://press.spglobal.com/2018-03-09-Take-Two-Interactive-Software-SVB-Financial-and-Nektar-Pharmaceuticals-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,2018-03-19,,1,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,PENN,PENN Entertainment Inc,SP500_SPELL_0873,EXIT_NOT_CERTIFIED,DONE_EXIT_CERTIFIED,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,Primary S&P DJI evidence certifies S&P 500 deletion; half-open exit boundary 2022-09-19. Promoted to historical publication scope.,https://press.spglobal.com/2022-09-02-CoStar-Group%2C-Invitation-Homes-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400%2C-and-S-P-SmallCap-600,2022-09-19,,1,
P0_MANUAL_DEEP_RESEARCH,P0,PGL,Peoples Energy Corp,SP500_SPELL_0880,EXIT_NOT_CERTIFIED;MANUAL_REQUIRED;ENTRY_NOT_CERTIFIED,MANUAL_REVIEW_AND_PART4_EXIT_CERTIFICATION,YES,YES,YES,NO,UNTOUCHED,,,,,5,45
P0_MANUAL_DEEP_RESEARCH,P0,PGN,Progress Energy Inc.,SP500_SPELL_0881,EXIT_NOT_CERTIFIED;MANUAL_REQUIRED;ENTRY_NOT_CERTIFIED,MANUAL_REVIEW_AND_PART4_EXIT_CERTIFICATION,YES,YES,YES,NO,UNTOUCHED,,,,,3,76
P0_MANUAL_DEEP_RESEARCH,P0,PHA,Pharmacia Corp.,SP500_SPELL_0884,EXIT_NOT_CERTIFIED;MANUAL_REQUIRED;ENTRY_NOT_CERTIFIED,MANUAL_REVIEW_AND_PART4_EXIT_CERTIFICATION,YES,YES,YES,NO,UNTOUCHED,,,,,2,88
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,PLL,Pall Corp.,SP500_SPELL_0890,EXIT_NOT_CERTIFIED,DONE_EXIT_CERTIFIED,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,Primary S&P DJI evidence certifies S&P 500 deletion; half-open exit boundary 2015-08-31. Promoted to historical publication scope.,https://press.spglobal.com/2015-08-27-Activision-Blizzard-United-Continental-Holdings-Set-to-Join-the-S-P-500,2015-08-31,,7,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,PMCS,"PMC-Sierra, Inc.",SP500_SPELL_0893,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2007-07-02.,https://br.advfn.com/noticias/PRNUS/2007/artigo/21136933,2007-07-02,,3,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,POOL,Pool Corporation,SP500_SPELL_0901,EXIT_NOT_CERTIFIED,DONE_EXIT_CERTIFIED,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,Primary S&P DJI evidence certifies S&P 500 deletion; half-open exit boundary 2026-06-22. Promoted to historical publication scope.,https://press.spglobal.com/2026-06-05-Marvell-Technology-and-Flex-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,2026-06-22,,6,
P0_MANUAL_DEEP_RESEARCH,P0,PRGO,Perrigo Company,SP500_SPELL_0906,SOURCE_UPGRADE_PENDING;MANUAL_REQUIRED,UPGRADE_2011_ENTRY_TO_PRIMARY_S&P_ARCHIVE_IF_LOCATABLE,NO,NO,YES,YES,UNTOUCHED,,,,,2,97
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,PSFT,People Soft Inc,SP500_SPELL_0909,EXIT_NOT_CERTIFIED,FINAL_P1_HOLD_EXACT_S&P_BOUNDARY_UNRESOLVED,NO,YES,NO,NO,FINAL_P1_HOLD_EXACT_BOUNDARY_UNRESOLVED,Final P1 research pass completed; exact S&P-effective exit boundary remains unproven without inference. Remains quarantined.,,,,3,78
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,PTV,Pactiv Corp,SP500_SPELL_0914,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2010-11-17.,https://www.prnewswire.com/news-releases/standard--poors-announces-change-to-us-index-107074138.html,2010-11-17,,1,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,PVH,PVH Corp,SP500_SPELL_0915,EXIT_NOT_CERTIFIED,DONE_EXIT_CERTIFIED,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,Primary S&P DJI evidence certifies S&P 500 deletion; half-open exit boundary 2022-09-19. Promoted to historical publication scope.,https://press.spglobal.com/2022-09-02-CoStar-Group%2C-Invitation-Homes-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400%2C-and-S-P-SmallCap-600,2022-09-19,,9,
P0_MANUAL_DEEP_RESEARCH,P0,PVN,Providian Financial Corp,SP500_SPELL_0916,EXIT_NOT_CERTIFIED;MANUAL_REQUIRED;ENTRY_NOT_CERTIFIED,MANUAL_REVIEW_AND_PART4_EXIT_CERTIFICATION,YES,YES,YES,NO,UNTOUCHED,,,,,4,55
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,PX,"Praxair, Inc.",SP500_SPELL_0921,EXIT_NOT_CERTIFIED,FINAL_P1_HOLD_EXACT_S&P_BOUNDARY_UNRESOLVED,NO,YES,NO,NO,FINAL_P1_HOLD_EXACT_BOUNDARY_UNRESOLVED,Final P1 research pass completed; exact S&P-effective exit boundary remains unproven without inference. Remains quarantined.,,,,7,15
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,QLGC,QLogic Corp.,SP500_SPELL_0929,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2011-01-18.,https://www.rttnews.com/1525072/standard-poor-s-announces-changes-to-us-indices-quick-facts.aspx,2011-01-18,,6,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,QRVO,Qorvo,SP500_SPELL_0930,EXIT_NOT_CERTIFIED,DONE_EXIT_CERTIFIED,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,Primary S&P DJI evidence certifies S&P 500 deletion; half-open exit boundary 2024-12-23. Promoted to historical publication scope.,https://press.spglobal.com/2024-12-06-Apollo-Global-Management-and-Workday-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,2024-12-23,,9,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,QTRN,Quintiles Transnational Corp,SP500_SPELL_0931,EXIT_NOT_CERTIFIED,FINAL_P1_HOLD_EXACT_S&P_BOUNDARY_UNRESOLVED,NO,YES,NO,NO,FINAL_P1_HOLD_EXACT_BOUNDARY_UNRESOLVED,Final P1 research pass completed; exact S&P-effective exit boundary remains unproven without inference. Remains quarantined.,,,,3,79
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,R,"Ryder System, Inc.",SP500_SPELL_0932,EXIT_NOT_CERTIFIED,DONE_EXIT_CERTIFIED,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,Primary S&P DJI evidence certifies S&P 500 deletion; half-open exit boundary 2017-06-19. Promoted to historical publication scope.,https://press.spglobal.com/2017-06-09-Hilton-Worldwide-Align-Technology-ANSYS-Set-to-Join-S-P-500-Teradata-and-Ryder-System-to-Join-S-P-MidCap-400,2017-06-19,,13,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,RAI,Reynolds American Inc.,SP500_SPELL_0934,EXIT_NOT_CERTIFIED,DONE_EXIT_CERTIFIED,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,Primary S&P DJI evidence certifies S&P 500 deletion; half-open exit boundary 2017-07-26. Promoted to historical publication scope.,https://press.spglobal.com/2017-07-19-MGM-Resorts-ResMed-Packaging-Corporation-of-America-A-O-Smith-and-Duke-Realty-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400,2017-07-26,,3,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,RBK,Reebok Int'l Ltd,SP500_SPELL_0938,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2006-02-01.,https://br.advfn.com/noticias/PRNUS/2006/artigo/13936188,2006-02-01,,4,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,RDC,Rowan Companies plc,SP500_SPELL_0940,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2014-08-19.,https://press.spglobal.com/2014-08-14-Mallinckrodt-Set-to-Join-the-S-P-500-Rowan-to-Join-S-P-MidCap-400-GulfMark-Offshore-to-Join-S-P-SmallCap-600,2014-08-19,,4,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,RHI,Robert Half,SP500_SPELL_0946,,COMPLETE,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,S&P DJI deletion effective prior to open 2024-06-24; half-open exit date 2024-06-24. Primary index evidence.,https://press.spglobal.com/2024-06-07-KKR%2C-CrowdStrike-Holdings-and-GoDaddy-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,2024-06-24,,22,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,RIG,Transocean Ltd,SP500_SPELL_0948,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,S&P explicitly removed Transocean after the 2008-12-18 close; half-open first non-member date 2008-12-19.,https://corporate.lowes.com/newsroom/press-releases/standard-poors-announces-changes-us-indices-12-12-08,2008-12-19,,1,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,RIG,Transocean Ltd,SP500_SPELL_0949,EXIT_NOT_CERTIFIED,DONE_EXIT_CERTIFIED,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,Primary S&P DJI evidence certifies S&P 500 deletion; half-open exit boundary 2017-07-26. Promoted to historical publication scope.,https://press.spglobal.com/2017-07-19-MGM-Resorts-ResMed-Packaging-Corporation-of-America-A-O-Smith-and-Duke-Realty-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400,2017-07-26,,4,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,ROH,Rohm & Hass Co,SP500_SPELL_0956,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2009-04-02.,https://www.marketscreener.com/quote/stock/ROHM-AND-HAAS-COMPANY-14276/news/ROHM-HAAS-Standard-Poor-s-Announces-Changes-to-U-S-Indices-13150436/,2009-04-02,,7,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,RRC,Range Resources Corp.,SP500_SPELL_0961,EXIT_NOT_CERTIFIED,DONE_EXIT_CERTIFIED,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,Primary S&P DJI evidence certifies S&P 500 deletion; half-open exit boundary 2018-06-18. Promoted to historical publication scope.,https://press.spglobal.com/2018-06-08-HollyFrontier-Broadridge-Financial-Solutions-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,2018-06-18,,11,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,RRD,RR Donnelley & Sons Co,SP500_SPELL_0962,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2012-12-12.,https://press.spglobal.com/2012-12-05-Garmin-Set-to-Join-the-S-P-500-R-R-Donnelly-Sons-to-Join-S-P-MidCap-400,2012-12-12,,6,
P0_MANUAL_DEEP_RESEARCH,P0,RSHCQ,RadioShack Corporation,SP500_SPELL_0964,EXIT_NOT_CERTIFIED;MANUAL_REQUIRED;ENTRY_NOT_CERTIFIED,MANUAL_REVIEW_AND_PART4_EXIT_CERTIFICATION,YES,YES,YES,NO,UNTOUCHED,,,,,5,37
P0_MANUAL_DEEP_RESEARCH,P0,RTN,Raytheon Co.,SP500_SPELL_0965,EXIT_NOT_CERTIFIED;MANUAL_REQUIRED;ENTRY_NOT_CERTIFIED,MANUAL_REVIEW_AND_PART4_EXIT_CERTIFICATION,YES,YES,YES,NO,UNTOUCHED,,,,,6,26
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,RX,IMS Health Inc.,SP500_SPELL_0966,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2010-03-01.,https://www.prnewswire.com/news-releases/standard--poors-announces-changes-to-us-indices-84994457.html,2010-03-01,,6,
P0_MANUAL_DEEP_RESEARCH,P0,SAF,Safeco Corp.,SP500_SPELL_0971,EXIT_NOT_CERTIFIED;MANUAL_REQUIRED;ENTRY_NOT_CERTIFIED,MANUAL_REVIEW_AND_PART4_EXIT_CERTIFICATION,YES,YES,YES,NO,UNTOUCHED,,,,,5,50
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,SANM,Sanmina Corp.,SP500_SPELL_0973,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2007-07-02.,https://br.advfn.com/noticias/PRNUS/2007/artigo/21136933,2007-07-02,,6,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,SAPE,Sapient Corp.,SP500_SPELL_0974,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exact exit boundary certified; first non-member date 2002-05-13.,https://www.latimes.com/archives/la-xpm-2002-may-10-fi-markets10-story.html,2002-05-13,,1,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,SBL,Symbol Technologies Inc,SP500_SPELL_0978,EXIT_NOT_CERTIFIED,FINAL_P1_HOLD_EXACT_S&P_BOUNDARY_UNRESOLVED,NO,YES,NO,NO,FINAL_P1_HOLD_EXACT_BOUNDARY_UNRESOLVED,Final P1 research pass completed; exact S&P-effective exit boundary remains unproven without inference. Remains quarantined.,,,,2,85
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,SDS,Sungard Data Systems Inc,SP500_SPELL_0984,EXIT_NOT_CERTIFIED,FINAL_P1_HOLD_EXACT_S&P_BOUNDARY_UNRESOLVED,NO,YES,NO,NO,FINAL_P1_HOLD_EXACT_BOUNDARY_UNRESOLVED,Final P1 research pass completed; exact S&P-effective exit boundary remains unproven without inference. Remains quarantined.,,,,2,86
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,SEDG,SolarEdge Technologies Inc,SP500_SPELL_0987,,COMPLETE,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,S&P DJI deletion effective prior to open 2023-12-18; half-open exit date 2023-12-18. Primary index evidence.,https://press.spglobal.com/2023-12-01-Uber-Technologies%2C-Jabil-and-Builders-FirstSource-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,2023-12-18,,2,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,SEE,Sealed Air Corp,SP500_SPELL_0988,,COMPLETE,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,S&P DJI deletion effective prior to open 2023-12-18; half-open exit date 2023-12-18. Primary index evidence.,https://press.spglobal.com/2023-12-01-Uber-Technologies%2C-Jabil-and-Builders-FirstSource-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,2023-12-18,,2,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,SFA,"Scientific-Atlanta, Inc.",SP500_SPELL_0990,EXIT_NOT_CERTIFIED,FINAL_P1_HOLD_EXACT_S&P_BOUNDARY_UNRESOLVED,NO,YES,NO,NO,FINAL_P1_HOLD_EXACT_BOUNDARY_UNRESOLVED,Final P1 research pass completed; exact S&P-effective exit boundary remains unproven without inference. Remains quarantined.,,,,5,38
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,SHLD,Sears Holdings Corp,SP500_SPELL_0994,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2012-09-05.,https://www.prnewswire.com/news-releases/lyondellbasell-industries-set-to-join-the-sp-500-167901975.html,2012-09-05,,1,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,SIAL,Sigma-Aldrich Corp.,SP500_SPELL_0997,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2015-11-19.,https://press.spglobal.com/2015-11-12-Illumina-Set-to-Join-the-S-P-500,2015-11-19,,3,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,SIG,Signet Jewelers Ltd,SP500_SPELL_0998,EXIT_NOT_CERTIFIED,DONE_EXIT_CERTIFIED,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,Primary S&P DJI evidence certifies S&P 500 deletion; half-open exit boundary 2018-03-19. Promoted to historical publication scope.,https://press.spglobal.com/2018-03-09-Take-Two-Interactive-Software-SVB-Financial-and-Nektar-Pharmaceuticals-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,2018-03-19,,3,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,SLG,SL Green Realty Corp,SP500_SPELL_1004,EXIT_NOT_CERTIFIED,DONE_EXIT_CERTIFIED,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,Primary S&P DJI evidence certifies S&P 500 deletion; half-open exit boundary 2021-03-22. Promoted to historical publication scope.,https://press.spglobal.com/2021-03-12-NXP-Semiconductors-Penn-National-Gaming-Generac-Holdings-and-Caesars-Entertainment-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-S-P-SmallCap-600-and-S-P-100,2021-03-22,,6,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,SLM,SLM Corp.,SP500_SPELL_1005,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2014-05-01.,https://press.spglobal.com/2014-04-24-Navient-Under-Armour-Set-to-Join-the-S-P-500-SLM-PolyOne-to-Join-S-P-MidCap-400-Aceto-to-Join-S-P-SmallCap-600,2014-05-01,,13,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,SLR,Solectron Corp.,SP500_SPELL_1006,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2007-10-02.,https://uk.advfn.com/stock-market/NYSE/SLR/share-news/Standard-Poors-Announces-Changes-to-U-S-Indices/22396134,2007-10-02,,6,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,SNV,Synovus Financial Corp.,SP500_SPELL_1016,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2008-01-02.,https://br.advfn.com/noticias/PRNUS/2007/artigo/23866373,2008-01-02,,5,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,SOV,Sovereign Bancorp Inc,SP500_SPELL_1021,EXIT_NOT_CERTIFIED,FINAL_P1_HOLD_EXACT_S&P_BOUNDARY_UNRESOLVED,NO,YES,NO,NO,FINAL_P1_HOLD_EXACT_BOUNDARY_UNRESOLVED,Final P1 research pass completed; exact S&P-effective exit boundary remains unproven without inference. Remains quarantined.,,,,2,90
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,SPLS,Staples Inc.,SP500_SPELL_1024,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2017-09-18.,https://press.spglobal.com/2017-09-08-Cadence-Design-Systems-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,2017-09-18,,7,
