symbol,cik,company_name,founded_year,founded_month,founded_date,founded_source_url,legal_entity_founded_year,confidence,audit_status
TMUS,1283699,T-Mobile US,1994.0,,,,2013.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
TNB,97854,Thomas & Betts Corporation,1898.0,,,https://en.wikipedia.org/wiki/Thomas_%26_Betts,,verified,VERIFIED
TOS,74091,Tosco Corporation,1955.0,,,https://en.wikipedia.org/wiki/Tosco_Corporation,,verified,VERIFIED
TOY,1005414,"Toys ""R"" Us",1948.0,April,,https://en.wikipedia.org/wiki/Toys_R_Us,,verified,VERIFIED
TPL,1811074,Texas Pacific Land Corporation,1888.0,,,,2020.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
TPR,1116132,"Tapestry, Inc.",1941.0,,,https://www.sec.gov/Archives/edgar/data/1116132/000111613224000018/tpr-20240629.htm,,corrected_earlier,VERIFIED_CORRECTED_PRIMARY
TRB,726513,Tribune Company,1847.0,,,https://en.wikipedia.org/wiki/Tribune_Media,,verified,VERIFIED
TRGP,1389170,Targa Resources,2005.0,,,https://www.sec.gov/Archives/edgar/data/1389170/000095017024015841/trgp-20231231.htm,,verified,VERIFIED
TRIP,1526520,"TripAdvisor, Inc.",2000.0,,,https://en.wikipedia.org/wiki/Tripadvisor,,verified,VERIFIED
TRMB,864749,Trimble Inc.,1978.0,,,https://smartdelivery.trimble.com/pdf/White-Paper_First-Class-Delivery_Trimble-Smartdelivery.pdf,,verified,VERIFIED
TROW,1113169,T. Rowe Price,1937.0,,1937,https://investors.troweprice.com/,,verified,VERIFIED
TRV,86312,Travelers Companies (The),1853.0,,,,1864.0,business_kept_holdco_separated,VERIFIED_CORRECTED
TRW,100030,TRW Inc.,1901.0,,,https://en.wikipedia.org/wiki/TRW_Inc.,,verified,VERIFIED
TSCO,916365,Tractor Supply,1938.0,,1938,https://corporate.tractorsupply.com/company-overview/history/default.aspx,,verified,VERIFIED
TSG,1020265,,2001.0,,,https://en.wikipedia.org/wiki/The_Stars_Group,,verified,VERIFIED
TSLA,1318605,"Tesla, Inc.",2003.0,,,https://www.tesla.com/sites/default/files/blog_attachments/elon_musk_ceo_of_the_year.pdf,,verified,VERIFIED
TSN,100493,Tyson Foods,1935.0,,,https://www.tysonfoods.com/investors,,verified,VERIFIED
TSS,721683,,,,,,,unresolved_blank,AUDITED_UNRESOLVED_IDENTITY
TT,1466258,Trane Technologies,1871.0,,,,2009.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
TTD,1671933,Trade Desk (The),2009.0,,,https://www.sec.gov/Archives/edgar/data/1671933/000156459021006726/ttd-10k_20201231.htm,,verified,VERIFIED
TTWO,946581,Take-Two Interactive,1993.0,September,1993-09-30,https://ir.take2games.com/static-files/863edafe-3083-474b-935c-265b19554be6,,verified,VERIFIED
TUP,1008654,Tupperware Brands Corporation,1938.0,,,https://en.wikipedia.org/wiki/Tupperware_Brands,,verified,VERIFIED
TWC,1377013,,,,,,,unresolved_blank,AUDITED_UNRESOLVED_IDENTITY
TWTR,1418091,,2006.0,,,https://en.wikipedia.org/wiki/Twitter,,verified,VERIFIED
TWX,1105705,Time Warner Inc. (Time Inc.),1922.0,,,https://en.wikipedia.org/wiki/Time_Inc.,,verified,VERIFIED
TX,1342874,Ternium S.A.,2005.0,,,https://en.wikipedia.org/wiki/Ternium,,verified,VERIFIED
TXN,97476,Texas Instruments,1930.0,,,https://www.ti.com/about-ti.html,,verified,VERIFIED
TXT,217346,Textron,1923.0,,,https://www.sec.gov/Archives/edgar/data/217346/000110465920024773/txt-20200104x10k00cfc1.htm,,verified,VERIFIED
TXU,1023291,TXU Corp / Texas Utilities,1912.0,,,https://en.wikipedia.org/wiki/Texas_Utilities,,verified,VERIFIED
TYL,860731,Tyler Technologies,1966.0,,,https://www.sec.gov/Archives/edgar/data/860731/000119312512075092/d297185d10k.htm,,verified,VERIFIED
UA,1336917,"Under Armour, Inc.",1996.0,,,https://ttabvue.uspto.gov/ttabvue/ttabvue-91273118-OPP-36.pdf,,verified,VERIFIED
UAA,1336917,"Under Armour, Inc.",1996.0,,,https://ttabvue.uspto.gov/ttabvue/ttabvue-91273118-OPP-36.pdf,,verified,VERIFIED
UAL,100517,United Airlines Holdings,1967.0,,,,1968.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
UAWGQ,100517,United Airlines (UAL Corp),1926.0,,,https://en.wikipedia.org/wiki/United_Airlines,1968.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
UBER,1543151,Uber,2009.0,,,https://www.sec.gov/Archives/edgar/data/1543151/000154315123000010/uber-20221231.htm,,verified,VERIFIED
UCC,,Union Carbide Corporation,1917.0,,,https://en.wikipedia.org/wiki/Union_Carbide,,verified,VERIFIED
UCL,1775898,uCloudlink Group Inc.,2014.0,,,https://en.wikipedia.org/wiki/UCloudlink,,verified,VERIFIED
UCM,,Unicom Corporation (ComEd),1907.0,,,https://en.wikipedia.org/wiki/Commonwealth_Edison,,verified,VERIFIED
UDR,74208,"UDR, Inc.",1972.0,,,https://www.sec.gov/Archives/edgar/data/74208/000007420826000013/udr-20251231x10k.htm,,verified,VERIFIED
UHS,352915,Universal Health Services,1979.0,,1979,https://www.uhs.com/wp-content/uploads/2021/11/21524342_CORP_PR_524229_2020_Annual_Report_Company_Overview_v4.pdf,,verified,VERIFIED
UIS,746838,UNISYS CORP,,,,,,unresolved_blank,AUDITED_UNRESOLVED_SOURCE_CONTEXT
UK,1821424,Ucommune International Ltd,2015.0,,,https://en.wikipedia.org/wiki/Ucommune,,verified,VERIFIED
ULTA,1403568,Ulta Beauty,1990.0,,,https://www.sec.gov/Archives/edgar/data/1403568/000110465925038002/tm2512916d1_ars.pdf,,verified,VERIFIED
UMG,,Universal Music Group,,,,,,unresolved_blank,AUDITED_UNRESOLVED_SOURCE_CONTEXT
UN,,Unilever N.V.,1930.0,,,https://en.wikipedia.org/wiki/Unilever,,verified,VERIFIED
UNH,731766,UnitedHealth Group,1977.0,,,https://www.sec.gov/Archives/edgar/data/731766/000091205701505867/a2041963z10-k.htm,,verified,VERIFIED
UNM,5513,Unum Group,1848.0,,,https://en.wikipedia.org/wiki/Unum,,verified,VERIFIED
UNP,100885,Union Pacific Corporation,1862.0,,,https://www.up.com/heritage/history/,,verified,VERIFIED
UPC,1809616,Universe Pharmaceuticals INC,1998.0,,,https://stockanalysis.com/stocks/upc/company/,2019.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
UPR,,Union Pacific Resources Group,,,,,,unresolved_blank,AUDITED_UNRESOLVED_SOURCE_CONTEXT
UPS,1090727,United Parcel Service,1907.0,,,https://investors.ups.com/sec-filings/all-sec-filings/content/0000950144-04-002063/g86647e10vk.htm,,verified,VERIFIED
URBN,912615,URBAN OUTFITTERS INC,1970.0,,,https://en.wikipedia.org/wiki/Urban_Outfitters,,verified,VERIFIED
URI,1067701,United Rentals,1997.0,,,https://www.sec.gov/Archives/edgar/data/1342287/000134228721000030/ex99-5.pdf,,verified,VERIFIED
USB,36104,U.S. Bancorp,1863.0,,,https://www.usbank.com/about-us-bank/history.html,,corrected_earlier,VERIFIED_CORRECTED_PRIMARY
USBC,1074828,"USBC, Inc.",,,,,,unresolved_blank,AUDITED_UNRESOLVED_SOURCE_CONTEXT
USH,,USLIFE Corporation,,,,,,unresolved_blank,AUDITED_UNRESOLVED_SOURCE_CONTEXT
USHC,,"U.S. Healthcare, Inc.",1977.0,,,"https://en.wikipedia.org/wiki/U.S._Healthcare,_Inc.",,verified,VERIFIED
USS,,United States Surgical Corporation,1964.0,,,https://en.wikipedia.org/wiki/United_States_Surgical_Corporation,,verified,VERIFIED
UST,811669,UST Inc. / U.S. Smokeless Tobacco,1822.0,,,https://en.wikipedia.org/wiki/U.S._Smokeless_Tobacco_Company,,verified,VERIFIED
USW,68622,"US West, Inc.",1983.0,,,https://en.wikipedia.org/wiki/Qwest,,verified,VERIFIED
UTX,101829,United Technologies Corporation,1934.0,,,https://en.wikipedia.org/wiki/United_Technologies_Corporation,,verified,VERIFIED
UVN,1017008,,1962.0,,,https://en.wikipedia.org/wiki/Univision,,verified,VERIFIED
V,1403161,Visa Inc.,1958.0,,,,2007.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
VAR,203527,,1948.0,,,https://en.wikipedia.org/wiki/Varian_Medical_Systems,,verified,VERIFIED
VAT,2109801,"VARSAL TECH, INC.",,,,,,unresolved_blank,AUDITED_UNRESOLVED_SOURCE_CONTEXT
VEEV,1393052,Veeva Systems,2007.0,,,https://ir.veeva.com/files/doc_financials/annual/2015-Annual-Report-Bookmarked.pdf,,verified,VERIFIED
VFC,103379,V F CORP,1899.0,,,https://en.wikipedia.org/wiki/VF_Corporation,,verified,VERIFIED
VIAB,1339947,,1952.0,,,https://en.wikipedia.org/wiki/Viacom_(1952%E2%80%932005),,verified,VERIFIED
VIAC,813828,,,,,,,unresolved_blank,AUDITED_UNRESOLVED_IDENTITY
VIAV,912093,VIAVI SOLUTIONS INC.,1979.0,,,https://en.wikipedia.org/wiki/Viavi_Solutions,1993.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
VICI,1705696,Vici Properties,2016.0,7,2016-07-05,https://www.sec.gov/Archives/edgar/data/1705696/000170569626000034/vici-20251231.htm,,corrected_earlier,VERIFIED_CORRECTED_PRIMARY
VLO,1035002,Valero Energy,1980.0,,,,1981.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
VLTO,1967680,Veralto,2022.0,,,https://www.sec.gov/Archives/edgar/data/1967680/000196768026000032/vlto-20260528.htm,,corrected_earlier,VERIFIED_CORRECTED_PRIMARY
VMC,1396009,Vulcan Materials Company,1909.0,,,,2007.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
VNO,899689,VORNADO REALTY TRUST,1982.0,,,https://en.wikipedia.org/wiki/Vornado_Realty_Trust,,verified,VERIFIED
VNT,1786842,Vontier Corp,2020.0,,,https://en.wikipedia.org/wiki/Vontier,,verified,VERIFIED
VO,,Vornado (Two Guys),,,,,,unresolved_blank,AUDITED_UNRESOLVED_SOURCE_CONTEXT
VRSK,1442145,Verisk Analytics,1971.0,,,,2008.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
VRSN,1014473,Verisign,1995.0,,,https://investor.verisign.com/static-files/af063fd9-02cf-4e1e-be0a-6c47ab988ca7,,verified,VERIFIED
VRT,1674101,Vertiv,2016.0,4,2016-04-25,https://www.sec.gov/Archives/edgar/data/1674101/000110465920094527/tm2026104-6_424b1.htm,,verified,VERIFIED
VRTS,883237,"VIRTUS INVESTMENT PARTNERS, INC.",1995.0,,,https://en.wikipedia.org/wiki/Virtus_Investment_Partners,,verified,VERIFIED
VRTX,875320,Vertex Pharmaceuticals,1989.0,,,https://www.sec.gov/Archives/edgar/data/875320/000087532026000256/ex-991_q22026.htm,,verified,VERIFIED
VST,1692819,Vistra Corp.,2016.0,10,2016-10-03,https://www.sec.gov/Archives/edgar/data/1692819/000119312525112869/d786785dex31.htm,,verified,VERIFIED
VSTNQ,1111335,,2000.0,,,https://en.wikipedia.org/wiki/Visteon,,verified,VERIFIED
VTR,740260,Ventas,1983.0,,,https://www.sec.gov/Archives/edgar/vprr/1300/13000370.pdf,,corrected_earlier,VERIFIED_CORRECTED_PRIMARY
VTRS,1792044,Viatris,1961.0,,,,2020.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
VTSS,880446,,1984.0,,,https://en.wikipedia.org/wiki/Vitesse_Semiconductor,,verified,VERIFIED
VZ,732712,Verizon,1983.0,,,https://en.wikipedia.org/wiki/Verizon,2000.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
WAB,943452,Wabtec,1869.0,,,https://en.wikipedia.org/wiki/Wabtec,,verified,VERIFIED
WAI,1938865,Top KingWin Ltd,,,,,,unresolved_blank,AUDITED_UNRESOLVED_SOURCE_CONTEXT
WAMUQ,933136,,1889.0,,,https://en.wikipedia.org/wiki/Washington_Mutual,,verified,VERIFIED
WAT,1000697,Waters Corporation,1958.0,,,,1991.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
WB,1595761,WEIBO Corp,2009.0,,,https://en.wikipedia.org/wiki/Weibo,,verified,VERIFIED
WBA,104207,Walgreens,1901.0,,,https://en.wikipedia.org/wiki/Walgreens,,verified,VERIFIED
WBD,1437107,Warner Bros. Discovery,1923.0,,,https://en.wikipedia.org/wiki/Warner_Bros.,,verified,VERIFIED
WCG,1279363,,1985.0,,,https://en.wikipedia.org/wiki/WellCare,,verified,VERIFIED
WCOEQ,723527,WorldCom (LDDS),1983.0,,,https://en.wikipedia.org/wiki/MCI_Inc.,,verified,VERIFIED
WDAY,1327811,"Workday, Inc.",2005.0,,,https://investor.workday.com/resource/faqs/default.aspx,,verified,VERIFIED
WDC,106040,Western Digital,1970.0,,,https://www.sec.gov/Archives/edgar/data/0000106040/000162828025044302/wdc_10-kx2025xwo8xwrxtrd98.pdf,,verified,VERIFIED
WEC,783325,WEC Energy Group,1896.0,,,,1981.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
WELL,766704,Welltower,1970.0,,,https://www.sec.gov/Archives/edgar/data/766704/000076670417000012/10-k.htm,,verified,VERIFIED
WEN,30697,Wendy's Co,1969.0,,,https://en.wikipedia.org/wiki/Wendy%27s,,verified,VERIFIED
WFC,72971,Wells Fargo,1852.0,,,,1929.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
WFM,865436,,1980.0,,,https://en.wikipedia.org/wiki/Whole_Foods_Market,,verified,VERIFIED
WFT,1170565,,,,,,,unresolved_blank,AUDITED_UNRESOLVED_IDENTITY
WHR,106640,WHIRLPOOL CORP /DE/,1911.0,,,https://en.wikipedia.org/wiki/Whirlpool_Corporation,,verified,VERIFIED
WIN,1282266,,2006.0,,,https://en.wikipedia.org/wiki/Windstream_Holdings,,verified,VERIFIED
WLA,,Warner-Lambert,1856.0,,,https://en.wikipedia.org/wiki/Warner%E2%80%93Lambert,,verified,VERIFIED
WLL,107189,Whiting Petroleum Corporation,1980.0,,,https://en.wikipedia.org/wiki/Whiting_Petroleum,,verified,VERIFIED
WLP,1013220,,,,,,,unresolved_blank,AUDITED_UNRESOLVED_IDENTITY
WLTW,,,2016.0,,,https://en.wikipedia.org/wiki/Willis_Towers_Watson,,verified,VERIFIED
WM,823768,Waste Management,1968.0,,,https://wastemanagement.gcs-web.com/static-files/e6ee342a-1cfe-4db9-ba2c-31241f0f8ec6,,verified,VERIFIED
WMB,107263,Williams Companies,1908.0,,,https://www.sec.gov/Archives/edgar/data/107263/000010726323000007/wmb-20221231.htm,,verified,VERIFIED
WMT,104169,Walmart,1962.0,,,https://corporate.walmart.com/news/2006/08/17/walmart-out-in-front,,verified,VERIFIED
WMX,,"Waste Management, Inc.",1968.0,,,https://en.wikipedia.org/wiki/Waste_Management_(company),,verified,VERIFIED
WNDXQ,107681,"Winn-Dixie Stores, Inc.",1925.0,,,https://en.wikipedia.org/wiki/Winn-Dixie,,verified,VERIFIED
WOR,108516,"WORTHINGTON ENTERPRISES, INC.",1955.0,,,https://en.wikipedia.org/wiki/Worthington_Industries,,verified,VERIFIED
WPX,1518832,,2011.0,,,https://en.wikipedia.org/wiki/WPX_Energy,,verified,VERIFIED
WRB,11544,W. R. Berkley Corporation,1967.0,,,https://ir.berkley.com/financials/quarterly-results/default.aspx,,verified,VERIFIED
WRK,1732845,,2015.0,,,https://en.wikipedia.org/wiki/WestRock,,verified,VERIFIED
WSM,719955,"Williams-Sonoma, Inc.",1956.0,,,https://ir.williams-sonomainc.com/investor-information/news-releases/news-release-details/2015/WILLIAMS-SONOMA-CELEBRATES-THE-ONE-HUNDRED-YEAR-LEGACY-OF-FOUNDER-AND-CULINARY-ICON-CHUCK-WILLIAMS/default.aspx,,verified,VERIFIED
WST,105770,West Pharmaceutical Services,1923.0,,,https://www.sec.gov/Archives/edgar/data/105770/000010577008000021/exh991.htm,,verified,VERIFIED
WTW,1140536,Willis Towers Watson,2009.0,September,2009-09-24,https://www.sec.gov/Archives/edgar/data/1140536/000095012310018538/u08176e10vk.htm,,corrected_earlier,VERIFIED_CORRECTED_PRIMARY
WU,1365135,Western Union CO,1851.0,,,https://ir.westernunion.com/news/archived-press-releases/press-release-details/2012/Western-Union-Reaches-500000-Agent-Location-Milestone/default.aspx,,verified,VERIFIED
WWY,108601,Wm. Wrigley Jr. Company,1891.0,,,https://en.wikipedia.org/wiki/Wrigley_Company,,verified,VERIFIED
WY,106535,Weyerhaeuser,1900.0,,,https://www.sec.gov/Archives/edgar/data/106535/000119312521101895/d65450ddef14a.htm,,verified,VERIFIED
WYE,5187,Wyeth (John Wyeth and Brother),1860.0,,,https://en.wikipedia.org/wiki/Wyeth,,verified,VERIFIED
WYND,1361658,,,,,,,unresolved_blank,AUDITED_UNRESOLVED_IDENTITY
WYNN,1174922,Wynn Resorts,2002.0,,,https://investors.wynnresorts.com/static-files/8cb59e82-5eaa-4057-bc02-b5cc5bf347fa,,verified,VERIFIED
X,1163302,United States Steel Corporation,1901.0,,,https://en.wikipedia.org/wiki/U.S._Steel,,verified,VERIFIED
XEC,1168054,,2002.0,,,https://en.wikipedia.org/wiki/Cimarex_Energy,,verified,VERIFIED
XEL,72903,Xcel Energy,1909.0,,,,2000.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
XL,875159,,1986.0,,,https://en.wikipedia.org/wiki/XL_Group,,verified,VERIFIED
XLNX,743988,,1984.0,,,https://en.wikipedia.org/wiki/Xilinx,,verified,VERIFIED
XOM,34088,ExxonMobil,1882.0,August,1882-08-05,https://www.sec.gov/Archives/edgar/vprr/0802/08024838.pdf,,corrected_earlier,VERIFIED_CORRECTED_PRIMARY
XRAY,818479,DENTSPLY SIRONA Inc.,1889.0,,,https://en.wikipedia.org/wiki/Dentsply_Sirona,1983.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
XRX,1770450,Xerox Holdings Corp,1906.0,,,https://en.wikipedia.org/wiki/Xerox,,verified,VERIFIED
XTO,868809,,1986.0,,,https://en.wikipedia.org/wiki/XTO_Energy,,verified,VERIFIED
XYL,1524472,Xylem Inc.,2011.0,,,https://www.sec.gov/Archives/edgar/data/1524472/000152447218000006/xyl1231201710k.htm,,verified,VERIFIED
XYZ,1512673,"Block, Inc.",2009.0,,,https://www.sec.gov/Archives/edgar/data/1512673/000119312525097009/d884397dars.pdf,,verified,VERIFIED
YNR,,,1923.0,,,https://en.wikipedia.org/wiki/Young_and_Rubicam,,verified,VERIFIED
YRCW,,Yellow Corporation (YRC),1924.0,,,https://en.wikipedia.org/wiki/Yellow_Corporation,,verified,VERIFIED
YUM,1041061,Yum! Brands,1997.0,,,https://www.sec.gov/Archives/edgar/data/1041061/000104106107000140/form10k06.htm,,verified,VERIFIED
ZBH,1136869,Zimmer Biomet,1927.0,,,https://investor.zimmerbiomet.com/,,verified,VERIFIED
ZBRA,877212,Zebra Technologies,1969.0,,,https://www.sec.gov/Archives/edgar/data/877212/000119312508043327/d10k.htm,,verified,VERIFIED
ZION,109380,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION /UT/",1873.0,,,https://en.wikipedia.org/wiki/Zions_Bancorporation,,verified,VERIFIED
ZTS,1555280,Zoetis,1952.0,,,https://www.zoetis.com/our-company/our-story/history,,verified,VERIFIED
